puuid,win_rate,kda,kill_death_ratio,avg_damage,avg_cs,avg_vision_score,avg_game_duration,avg_champion_level,avg_gold_earned,gold_efficiency,unique_champions,total_games_played,unique_play_days,avg_time_between_games_hrs,median_time_between_games_hrs,play_frequency,feature_window_days,kda_trend,winrate_trend,last_gap_days,churn
cX5ZDV1Qms-36LY2-prJ_fDLZJfYOeZE3zMBrrZWPihusIcKvij39Ox7jNLVR7K5YVcsDrMbOokX7A,0.5,1.8675,1.188,31142.41,193.94,20.44,1614.75,17.19,13897.34,0.9474,19,32,5,5.5255,0.6275,4.4711,7.16,-0.3356,-0.125,0.0206,0
c_iDPCdC37enWTD31pZcmEuW941qbBNCKqhQu-veg50uDiO_Q77mRjpRqd4E7wXlgmS6OLEPbdGv3g,0.697,1.9212,0.9576,23133.88,199.76,24.82,1543.7,15.0,11223.94,0.9221,8,33,3,7.375,0.5741,3.3475,9.86,1.3178,0.1397,0.0216,0
d4_0wCAsS6cWbmexSivSMP7Av8e7_2UNxaLA97PPvy6QWe7aYQdTklS3n6hY5ErkGc5bvAUR1LnpuQ,0.5312,2.76,1.2057,23872.5,191.62,18.16,1721.53,14.62,13117.69,0.9148,18,32,3,2.0673,0.6076,11.8819,2.69,0.8956,-0.0625,0.0647,1
dI7IT5C6Qin3mCf348acpp4Yimp1XkNCfQpN4eatS-O-3ddjalFKlOzvv5IBjrZS95xbtDc3W3TqFQ,0.5938,2.8,1.1302,26232.44,109.88,43.22,1669.16,13.53,12027.03,0.9163,20,32,4,2.321,0.674,10.5782,3.03,-0.5392,0.0625,0.0226,0
dOnp30UU5KxwAXn1f6ye8gobDQKGF8nmgg7nW8T4d8do2v1fT3TGmnp0z3YkQk3iFjjo_9r5iEzVFw,0.5806,2.6328,1.4011,27763.35,162.65,22.74,1708.1,15.26,13578.23,0.9405,16,31,5,3.0557,1.1061,8.0794,3.84,-1.1662,-0.5542,0.292,0
dU2a1TkQNlBkHYd8bIQFkihUxl0_XgXnL-M4P_AYcwni6yLndBR27yLiwv54C3jZpIQSJ4yGGS-ksA,0.6522,3.6055,0.8165,15057.0,72.35,71.7,1660.83,13.22,10078.43,0.8488,8,23,5,5.1759,1.8789,4.8313,4.76,-0.7084,0.0303,0.5355,0
e0BPsaWDa78efGu566QU_PXmdN2kqA89rzUhzMqnhKN2T_IDtn4juJq6F-MI65hJwpBhTW7UlMslIw,0.6071,3.2256,1.8722,25616.25,52.54,26.5,1670.5,15.89,14124.21,0.8998,5,28,7,11.768,0.654,2.1119,13.26,-0.2288,-0.0714,0.0273,0
e2DjRM9O7DxhjFicNEvbatKtMN9uxJQF6N3uajax6LWd2lWWaZg8EPkxzqb1XtNKmzmeZMPJ-GkfVA,0.4762,2.8254,1.4286,31259.33,237.76,25.43,1844.71,15.29,15975.86,0.9633,10,21,7,8.5521,0.8394,2.9376,7.15,-0.447,-0.0455,0.0282,0
etCt89QdjxWtzjNoUgcCrkn6F1zKc9mShPcqQiK_DIJ-O9fT0JpXnRH5JZb1rJLPaWgBxOB7cqi5tw,0.6087,2.7321,0.9286,22786.65,33.57,25.83,1723.52,14.74,11357.04,0.9202,3,23,7,7.407,1.1374,3.3758,6.81,0.8753,0.1212,0.0268,1
etVI3RicvQqCshk9svn_xtHXUGuNEA0RqWI4PsBnJx7IQSADrkjKaEhREHqDeG36bKgJxcWFmzkFYw,0.5294,3.3557,0.4027,8840.32,34.68,77.21,1661.74,12.59,8312.65,0.9029,6,34,4,2.3954,0.6074,10.3075,3.3,-1.4158,-0.3529,0.0163,0
f5yAQXlASeK37x-S21mf1ZEK91tnhnH0XvBMsN4kruEz_7Ebo7h7LSzL3xE9ZIRl6x_Gbz9Wab6xsQ,0.4062,2.4392,1.3581,22755.84,193.41,24.09,1651.78,15.72,11900.38,0.9366,9,32,10,11.0897,0.6955,2.2304,14.35,0.4098,-0.1875,0.0157,0
g4E-xaw8uBPkKsPkdN-fJ5tguQtly7QcUT4Rqlpeu_Zn1yTx_hcPkzNqR0fo4u9vuMUvgmfxkXAWbA,0.5312,2.7368,0.2047,6495.34,31.12,72.41,1513.66,11.81,7287.88,0.909,3,32,8,8.2864,0.6267,2.9845,10.72,-0.1802,0.0625,0.0354,0
gEWRnbmiPCp_PzhikTK_azCFOVXEyUXBbmAcrZa6GzSV5AlM11CbvPF6BRTBQMo0ZKr8kM8KB_gEpA,0.5,2.7434,1.3224,20823.33,45.93,26.23,1606.17,14.77,12442.97,0.9129,13,30,6,9.875,0.6374,2.5113,11.95,-0.0523,0.0667,0.028,0
hEmaVCu09gE4N0anHALWgU19Cob_KIazAhyTkDDMUAMiQaSTPgHWMIDQN9nUXwVtpmV_0XsgCN6Acw,0.6667,2.6781,1.4315,24133.23,204.13,17.67,1575.83,14.83,12118.83,0.9138,19,30,6,4.1158,0.596,6.0074,4.99,0.214,0.1333,0.0312,0
hGgR2lZZGEBqyXfalIfZRpyDCfBbH3g82mTRa6VJlCpVv1z2vnkJv-D1MH2SL469O4WHvT1vB37Teg,0.5,2.1534,1.1411,20371.29,192.29,14.82,1561.86,13.93,12419.32,0.9057,9,28,5,2.9657,0.5634,8.3657,3.35,-0.3582,0.0,0.0192,0
hHY_-njhRghk6JzxmFXtboZwXDtvUr0vWICgh_4_1NXhj-aul9QJMPlEaQrcTbQ30n-CSSrqi5HMsQ,0.4828,2.4125,1.1688,26125.0,195.0,17.62,1655.9,14.34,13525.34,0.9314,16,29,5,3.9623,1.14,6.2482,4.64,0.1545,-0.1714,0.0286,0
hRJv6CWyMu1yoneTjPIXjnVzMQkd76MpGAtTfYBdqBwCqGA0QOojjbrtx82HU2e6RXMOsM1t4UUbLg,0.3333,3.2574,1.2178,30298.67,104.0,35.42,1736.75,16.33,13812.25,0.9178,8,12,9,117.6073,70.761,0.2225,53.92,-0.249,-0.3333,26.9086,1
hkd5V9UKJmYJCt1fmSV_Edggs-80PpnkC3PCXbLMwHNGEQSKX0ik5LcT5f18tAJW7q9utCN8Kt9LtQ,0.5484,3.2564,1.6325,18526.87,188.71,18.19,1481.84,13.26,12078.71,0.8854,13,31,10,7.3347,0.8581,3.3773,9.18,0.611,0.1583,0.0141,0
hozemz2mnjmrxpH4P-2agjuTZyG5lWgXRKWoYte7Blr-z17gqZL1L26hXVpc-qGR8RchETp8tjKhLw,0.4815,3.4783,0.7971,14509.59,57.0,70.78,1709.26,13.15,9878.67,0.902,11,27,4,3.3661,0.6636,7.3821,3.66,0.1498,-0.1099,0.0267,0
hqN3-zWJSyJOxUaw06OJ4EmMtQgYWAiocTrQk2rIaQTEBe94bQce_6fgEk6BsGb2smiBdqOehGH3hQ,0.4848,1.9915,0.9915,25109.15,142.58,29.24,1704.64,15.15,12790.94,0.9429,23,33,4,2.3855,0.6157,10.3162,3.2,0.0185,0.0919,0.0299,0
jHCel4s0KrcUcpla60AWJwIdG7aJboMpnk4nb7hJRVBDdsWMQq2TCV-QVjIK0Jb6N6PUGI-ko9RItw,0.625,3.1368,1.4842,24413.44,47.53,28.69,1643.47,15.06,13399.94,0.9004,6,32,6,8.5274,0.8621,2.9013,11.03,-0.3875,-0.125,0.0475,0
jXmXlnao-TZ9s3etnwJh_TxdetJ9tbtWj0bsUnHI883Ct5BfqbnHNzr1B14Vv7SDZ30HwRfpdGoerw,0.625,3.1603,1.2824,22419.81,215.78,26.19,1748.91,15.88,12347.97,0.8892,12,32,11,17.1191,1.139,1.4459,22.13,0.1301,-0.125,0.0228,0
kURskbIOjOaDSiCzYVI3ORnV_WP5VNvcPnKo0xrwods7p1vluVVudcsNO12gswP38ZoMjZhTguII_g,0.4412,2.483,0.4205,10908.71,32.44,62.47,1502.32,11.94,8201.88,0.8946,14,34,10,6.2832,0.952,3.9263,8.66,0.7056,0.1765,0.0496,1
kZcH3QU9xCjOmanFG5HCANMnyaLwp3fQ97H5gpww_V0fgQ9PqKgasBA5QH2ZhGdEMVLo0yWDDcWS6g,0.5357,2.5641,1.4744,28417.46,104.93,21.18,1587.18,15.43,13325.32,0.9199,6,28,9,10.7638,0.9531,2.309,12.13,-0.6382,-0.2143,0.573,0
kyMTVv0eXlMOQttP10Sp-j67i1rmQ71jqsYmBIC6TENcT0FbiR6Q95G1xCz1YwtD0kgLKIVqA_adig,0.5152,1.9652,0.8607,20187.85,136.0,31.42,1459.24,12.15,10278.64,0.9189,14,33,6,4.029,0.672,6.1238,5.39,-0.3091,-0.2132,0.0571,0
lHiBIy_9oym2eanHrGlc5Q1XGql7YXOrrd2_1CwydmOuA2GY4bkSnnXM_cy3Udr6vHffOFXCDYrmDA,0.6,2.5747,0.6207,16361.23,54.8,59.2,1667.4,14.0,10384.03,1.0098,13,30,5,5.0576,0.888,4.8979,6.13,-0.299,0.1333,0.1446,0
lUWji9j4QS7bXe2WA6sudTyBM8hqvsi0nBoKdJxHIzG_HO9KaM2hh8-A92OIXzfzKYZLbVUMSKB6UQ,0.5333,3.3235,1.8603,20352.87,48.47,23.23,1571.67,15.1,12882.67,0.9075,6,30,7,10.2627,0.5786,2.4161,12.42,-0.4947,-0.2667,0.0262,0
lzYU1IpyzjUaUKr50MSPGpz8VLHx5JOO_zqJJw61eD3DEGeV6eUd_M1j1PlMfPpv9QPYxnhAJyT-1A,0.5172,1.8621,0.7874,19809.83,159.17,24.21,1600.24,14.86,10666.83,0.9188,14,29,8,8.7301,0.6845,2.8375,10.22,0.9928,0.4476,0.9496,1
m8GBqtVfOHRRz4g5Gm2wtFM7ivmKZXxbgpuKT6-emHffZGSsYuIqXONgxPY5kNsMfzQGwnBWQjeocA,0.4737,1.4091,0.7013,22860.89,190.84,22.79,1599.89,14.63,12030.63,0.9232,14,19,7,20.5224,1.0183,1.2326,15.41,0.216,-0.1556,1.2359,0
miE4vjBtyrQwoXu3HUT4aZXn4dqxk_vmN3R4orVpGZObKhNiNniFZ_mz58JIi0LxiKyOEzDPbMXPXw,0.5385,3.2321,0.7143,16281.92,36.62,44.08,1458.77,12.92,9035.69,0.9254,6,13,4,9.6773,0.7482,2.6808,4.85,-1.8641,-0.2381,0.0273,0
mvTFJ4P1EfG_sTdfROebGpZc_nCFIuH9M2wQebz5nX8RzXBZUt3gPvUZ9-0EpwsHgp9Gejo20xjsuQ,0.5333,2.0455,1.0606,21239.87,162.37,19.33,1568.0,14.63,11743.8,0.9311,24,30,4,2.4172,0.6983,10.2044,2.94,-0.1313,-0.1333,0.904,0
mxdDxQlwfAFJnWBrQ8qyOJ_wtK0nwZLa_baXBGUirZzRjb263HK9Sj89YGE8oVR-eCFqoMjAfuIrxQ,0.6,2.6475,1.3852,17991.0,165.63,24.37,1456.67,13.9,10317.4,0.9165,10,30,9,9.2082,0.6722,2.6919,11.14,0.8344,0.0,1.7251,1
nD4dnJhMn9B61JanyGaP0uuXrT6W8bXuZRZ2U880LMTS-0am2suplWPBwu8nF1cKM9gxW-VZ6vLPCg,0.3636,2.5707,1.7778,25647.52,191.06,17.52,1608.18,14.73,12784.06,0.9104,2,33,2,0.8315,0.5925,29.3536,1.12,0.5933,0.0993,0.0241,0
nI4Xs7jDfrJ-BdbGO3Yku8QVxwWc4J-2y574TunwQM-27F8M6HF4TLney7bxzNc-Rdib7mZl8jIAkw,0.4667,2.0744,1.1256,27490.13,188.8,25.8,1656.07,14.67,13702.5,0.9658,11,30,5,3.102,0.7432,7.9809,3.76,-1.1154,-0.1333,0.0228,0
n_D7w29wDYTeTgZ1TkhISuAMEBXSUsPxFxyq1XNU1NUQRLlfNnGka5fa2Qv1m0nRrY_t0828QxOXmw,0.5714,2.2833,1.3,17974.96,177.32,18.57,1577.43,15.21,11028.89,0.9146,5,28,6,14.6255,0.6871,1.6998,16.47,1.9475,0.4286,1.0304,0
n_EDqNkXRlAOXh4swJ_2Dppn4L0EDBgC7MHMzLcQipOoNeNmLBrpM42lYNt6NXq1Ojheb2Q0rLq7Kg,0.625,2.6686,1.5029,29693.34,226.66,21.91,1725.06,14.75,15566.5,0.9302,12,32,6,3.9723,0.8468,6.2054,5.16,-0.2493,0.25,0.0243,1
ndOX-tJiBBIpvRoGcpyB3T-V_ky2x35gBYOurDZPGuq8Apj895IJoHIawIfniG5njRjOnyALP8Bb9Q,0.5357,2.6429,1.3286,17859.64,45.04,25.57,1542.04,14.39,11871.07,0.9267,9,28,9,8.8972,2.639,2.7944,10.02,0.2976,0.0714,0.069,0
nhJSD6RoJsdUPWOAdNTbFfjkD5DYyUz0wG9ukt54rOQ0AUmPvlsewpMlofBGWl1vtTNjfWnQ63C4bg,0.625,2.5181,1.5602,29815.75,182.33,25.17,1704.62,15.08,15470.5,0.948,18,24,5,4.803,1.1451,5.1938,4.62,-0.5296,0.0833,0.8431,0
oAwe9aCWBuK-TbBOcFpuOhZPHEAjo1PHMIh9PxN-BJx21KL9QQJtplrA6YOZJ5tFJzoMvU4PobQMQw,0.4643,4.703,0.4158,9236.96,45.39,80.64,1745.29,13.46,8985.46,0.9,10,28,5,11.1199,1.206,2.2347,12.53,-1.9458,-0.0714,0.0195,0
odVf86QC7woeE2I-jkZguE7vsziqxWNn3w6W8hrcTCguCL4uvgzuBjm7AGLbCWaIV1uVwgT81KPzQQ,0.4333,1.0732,0.522,21353.53,190.73,17.9,1663.43,15.97,10868.8,0.9394,11,30,4,5.1505,0.5687,4.8064,6.24,-0.6752,-0.3333,0.0204,0
pSh6OFJ0vWaw88tYI6SimBJm8FgIZe_lyOLwdhj1441kzLFYSFvvBRBRJa3aUv8fYy-USRHptsoy0w,0.6,3.8859,1.604,22212.51,34.14,20.2,1528.31,14.71,11862.69,0.917,4,35,2,1.0784,0.6034,22.6747,1.54,-0.0004,0.2516,0.0215,0
pSmg88E0dYq5pPm0T9MkebN1J6wRmkV5e5t5GNrx6L04qGvHOKazoebPmQQ6kt-iFQDWecZC27vfpg,0.4444,2.5338,1.6466,25753.56,225.19,18.48,1613.3,15.56,12692.19,0.9315,13,27,3,2.5159,0.6815,9.8308,2.75,-1.869,-0.3297,0.0222,0
q3ScA6jn7e_LL9mbmuXKT92zicWMCQ6B3A_uVneQejz-H18HGoi9mGd5_38LY-MJfEy1H-_2BhqyhQ,0.3667,1.8929,1.006,24280.4,189.6,16.43,1607.53,15.2,11445.17,0.942,10,30,8,7.2367,0.8417,3.4305,8.75,0.4714,0.0667,0.131,0
q7V7_j7OyyY5UM397IiAeiGdX7cYd-WyMMaiQXNGAa4lzyrLKWRxFn5Iwu4aNHPWJi5-Reh7wKC6YA,0.5333,3.2857,1.3835,24205.7,178.57,22.53,1708.87,15.4,12011.33,0.9052,7,30,7,5.766,1.1075,4.2949,6.99,-1.2229,-0.4,0.0202,0
qC_71mEownPSoMmhFzrryfOH2GGBGDS6Y7pjOTH1D10ImwAujAWy2TiBw6gfsUXEe_QFwb4L2ZgjYg,0.5484,2.3829,1.1771,26594.39,217.26,23.16,1656.42,14.52,13775.71,0.9153,12,31,3,1.6226,0.6762,15.0755,2.06,-0.3471,-0.2292,0.0244,1
qMFgvFCvl4jiFcnCnYkV0IytK_6Z35dVCxPvmuBtGWJfiUeS0kbfRaj6Gf3DKT3UGj7JP3l7pcm3cw,0.3438,1.8883,0.7563,20837.12,184.0,18.44,1616.75,13.81,11777.16,0.9185,14,32,4,2.5133,0.5583,9.8001,3.27,-0.2911,-0.0625,0.0277,0
qVllzCSHqyJtWLPxiuPwr05CiXQL_HrnFNf0OQfupkr-LMYm3lp7VMSu_Vz_dSkrJC301QTfXOwGOg,0.6087,1.9266,0.9492,28436.83,206.7,20.83,1847.74,15.3,14316.83,0.911,13,23,3,2.0463,0.9939,12.0965,1.9,-0.2219,0.1212,0.3051,0
qeHo5Lb2ve9n5rbH7T-NbqD6xOOgwf7DLI76_9ngDQe17cpKfT3vGonI6Es2WnSQHidCgz1Ur8CPuQ,0.4242,2.5294,1.3725,24280.82,62.55,23.36,1683.55,15.03,13093.36,0.9294,17,33,2,0.9306,0.5871,26.1531,1.26,0.2986,-0.0257,0.0287,0
qh9E8gbaSsAxjGde8Nwjww5h6b83uD4zc8KLQj8656bBawSwcDpmB9r2zUJzxPsd7dpXKMqsAIiokA,0.5667,1.9502,0.7261,25875.63,164.8,34.7,1749.23,14.2,12411.83,0.904,14,30,6,5.7126,0.6716,4.3395,6.91,0.2087,-0.0667,0.019,0
qpPReVE0nnkcgKy91ap6IBpVpgWCJkSRqQCsxMmrnusrkBk4Yfw5ISfie8C6xrbBBNB1OuhufFz10A,0.5294,2.7892,1.1135,25336.62,19.09,16.0,1626.03,15.35,12345.71,0.9377,10,34,10,9.5926,1.0754,2.574,13.21,-1.0522,-0.2353,0.0193,0
r42YxZTdxLPOzxDNoGzX_UjN50Vh6gftrdRZmnYWwSuA-UTSBAGILex3o-imbZAGAcAS82PYO4xk8Q,0.303,2.1456,0.6013,12923.61,86.24,41.67,1435.76,11.64,8708.73,0.9248,12,33,7,5.7259,0.8372,4.3103,7.66,-0.0284,-0.1397,0.0362,0
rFgmfFgH9Dw2HcUOmROnizuXXH2S-kG13znD_X8WvkLlCcA7BRWIFzJEjP8CzvGJ368NByF3Ee1vaQ,0.44,2.7868,0.3088,8125.24,30.16,69.6,1599.84,12.04,8048.76,0.9243,3,25,5,5.0653,0.6197,4.9173,5.08,1.1165,0.2051,0.0223,0
rJ1UHS-pJlhSQUyRDYDmwgl0wvsU4c7ogdOODINg6xYn9h0FL3O_gWqAafpdeNb9Wc22ertUxGSZZw,0.4848,2.3433,0.9602,27111.03,243.33,20.79,1829.82,17.15,13290.21,0.9444,7,33,10,11.2196,0.7592,2.2035,14.98,-0.6104,0.2132,1.3795,1
rY48RUe3vA9FM3D43SJYhFuIMQHjmOdomTT7CFt2c76YGL91nyFyRRMrxem355xnlTNek4imgmK5vQ,0.5938,3.1613,0.2323,7921.56,32.28,79.91,1683.81,12.59,8339.06,0.8982,11,32,7,8.9318,1.0123,2.7684,11.56,0.036,-0.1875,0.1104,0
rZ5mLQ_tvQklawA3CqjzoD1xxA8fkbyMSl7HKdLk4uz5KCoRoTkvA9ym5GmK_W6At_MXqhZpn07_QQ,0.5,2.5118,1.3543,25243.12,143.29,19.79,1632.96,15.88,12528.46,0.9446,7,24,5,4.9135,0.7128,5.0783,4.73,1.3524,0.1667,0.4106,1
rk1TSfHWVX_wPQAFk8fVFnadsUv4h7kStPBxfBeF27xXm58GTPLJ86c2Ge9oXbeBgDC-_AGUbFU7yQ,0.6061,2.1202,1.0656,20683.36,187.85,21.85,1696.06,15.7,12249.64,0.929,3,33,4,15.1402,0.6176,1.6334,20.2,0.5815,0.0846,0.0366,0
sDkBrptno5ChuR-TqCLMi-EzKW3SKLqlbTi9bHYAmf_RcWCbilh-_Vw22ChdrPiW_3sYD9-whAdIzg,0.5652,5.863,0.6575,12235.52,20.83,68.39,1655.39,13.43,8765.0,0.8964,5,23,3,2.1345,0.6864,11.6419,1.98,0.7994,0.0379,0.0261,0
sRwUGcQc1pAgFT7SBQQHxGm411oaeqQlPFx-_y8_d57eFQgFgRrdCqCkLon3QT-GAB3ic9sL9Wyxlg,0.5312,2.1977,1.0465,27470.53,228.56,31.06,1636.47,15.69,12024.81,0.9255,3,32,4,2.1948,0.5845,11.2047,2.86,0.0978,0.1875,0.0302,0
siWylKXEdwgD2N-MXnvBr0Caeu66eqVX6f2hvg4g3AZOKvme5NJ4b2XarogYwAPAOxDWFghBzis9hQ,0.6071,2.3268,0.7974,20710.54,157.32,26.75,1559.43,14.39,11481.32,0.9294,14,28,7,6.8277,0.7602,3.6387,7.7,-0.0048,-0.2143,0.0347,1
soR0drtUkTAXILmyqkUI8nFVRDNQCf0yGp6_GTbpYbuAEoUE4jgbKAHQgp1qMh-NBaggn3AniwhSSg,0.4333,1.5259,0.8276,22928.87,224.97,16.4,1722.87,15.37,12984.2,0.9399,3,30,4,1.9224,0.7134,12.783,2.35,0.0345,-0.0667,0.0267,0
t4u40BO8QP3ZOPOapwXJ6BwBYVapdk7UiANaVnz2uJD5V_45O_I_SBFxSc0SljirjBKQMQVOJyXMgQ,0.52,2.6809,1.1631,22694.64,187.84,34.84,1718.68,15.48,12186.12,0.9182,4,25,2,1.2996,0.6091,18.9713,1.32,0.5861,-0.2821,0.0233,0
tifKQbLBU8JwKyvGjp_9GkOv2Tv_7mR1L6OBOSKh-AQlpDdQHaDk4uih1Zf_VjX6dBazDGmVQ7V4Uw,0.52,2.1914,0.7531,24729.92,194.92,27.44,1723.08,14.36,13114.68,0.927,13,25,7,7.198,0.8379,3.4586,7.23,-0.6749,-0.2821,0.0251,1
tlg1v6BqXGext_kEpKiPpKErEKK600GDWJwluUgFIIavqnRQfuVbN9Dz1ylDPlZuNScywvFVpKAR_Q,0.4688,2.5528,1.191,30580.75,204.62,19.06,1622.72,13.78,13489.62,0.9413,9,32,4,2.5113,0.665,9.8332,3.25,-0.1129,0.0625,0.023,0
uCZ8n6ALjnRC0WJBGnO1NhrjaE1DLMo8jNH7he0qrn8JN97DwbUJsc0Gl91R5aCRrP5pOWQdvnoABw,0.4667,1.5975,0.9025,25542.1,208.83,22.17,1707.73,15.23,12332.23,0.9266,6,30,15,18.1935,4.8564,1.3636,22.0,0.163,0.1333,2.1859,0
utnvBFEwb2-yj0orxWfe1v_xSKKll1ajr25VHwC5Qjvlzke7Q-k9lg2yOdhesstWvyISIntHn5Qnag,0.375,1.995,0.7426,19604.03,114.88,46.41,1599.66,13.44,10572.62,0.9321,17,32,5,2.8582,0.5933,8.6241,3.71,0.7651,0.125,0.0339,1
v1mZ6kAYCSgZcXCtoOiWAleiKMj6Ob4ZagAaMd-Wp2YNyFFDSidi9424NcBvtJG7XAxmclmSWmfdnQ,0.4138,2.3814,1.2288,19427.45,217.14,24.55,1515.62,14.07,12302.34,0.9251,7,29,4,2.5995,0.5682,9.5064,3.05,-0.5602,-0.0286,0.7546,0
vKu4WDIbE5OmlcW7GTrTtMPgGCjjcGNnlFpjrhCpYjfxXtmBKTI_VpIY4YBjDhv1tjtp1qeHA_WLTQ,0.4062,1.9631,0.2719,10358.22,51.38,60.19,1645.97,12.75,8586.25,0.8912,14,32,8,8.1861,0.6499,3.0207,10.59,1.0242,0.3125,0.8717,0
vL2Co-zQWYYlAXRivld28Sfo0HE9yltMdk2CDZD_ARxyDe168JCmYTIG16NnK-mESci4jQdSKFh45g,0.4194,1.7709,0.838,22231.06,205.74,28.45,1617.84,14.77,11636.13,0.9352,3,31,6,5.2179,0.5926,4.7452,6.53,-0.1275,0.0375,0.0178,0
wPSh6BVqPsC6XtFl9qHllMurjnla9sO1244nwOuGuID-M4T53yYOEMfuBnqeGYjgttFbnadaUNgOfQ,0.4062,1.6228,0.7588,26396.88,177.56,21.03,1768.12,16.22,11275.81,0.9662,17,32,6,3.3733,0.6785,7.3223,4.37,-0.7284,-0.0625,0.1798,0
wr9AvGa938YHhl_nsXUw5g9FKVFjskX-NWIII33aC5c-uJLbWW2YZNUrjz2vHWi4fXMdtlMSuXLNeQ,0.5357,3.2612,1.5299,21353.32,32.57,30.21,1684.25,15.36,13040.86,0.9059,13,28,7,7.1841,1.261,3.457,8.1,-0.7972,-0.2143,0.0266,0
xIfAmDnvwlYe2cIeRwJNSH0hre8vgh8KDPY_PQJao8vlIl8h8F2a85H9AVS5WXSfMhdIVA1oI3QU5g,0.6364,2.0,1.096,23668.36,213.06,25.33,1626.0,16.09,12387.76,0.9057,2,33,2,0.751,0.5643,32.3827,1.02,-0.3448,-0.3419,0.0189,0
xMj6VH1M4_WH3NlhtyBC7n5pXS53yLCzJFxdhO28Qf0z_ERLTNkNsMNkXNA64ZkInZp0JjRVIrqMEA,0.6316,2.6354,1.1979,23165.89,178.42,16.47,1585.26,14.42,11168.53,0.9358,5,19,4,6.4342,0.749,3.9268,4.84,-0.5472,-0.0667,0.0313,0
xXlVstrweLiDahETH22N03BP3XL052LF-qmc3BwSoVOg35fnlPX-07BgWUhOpjwUmYjIf8h8NXyT4A,0.4828,2.1882,0.2634,10868.24,65.34,65.17,1653.21,12.69,8682.41,0.9032,13,29,7,8.4093,1.0749,2.9512,9.83,1.0778,0.519,0.0265,1
xrUxsD4NO_y0t4nbTxOCpNBFkEIYNwfyzXiTmLvT31tWkfzHr4ey-PQR6kLMEkaawsEnwYy2NoajVA,0.5,2.7094,1.0936,26764.53,57.91,23.0,1665.18,15.79,13501.97,0.9482,11,34,7,10.1937,0.6813,2.4219,14.04,-0.9972,0.0588,0.0203,0
xztOylOjp9vOBmEnR6jnW32571u9m4_izaTuUy7BldfcIvdK8ay3BRbzzT9TlXiEleADOjg3Dfoe6g,0.5143,2.6764,0.6655,20264.03,95.66,30.26,1483.03,14.66,11705.77,0.9311,27,35,6,3.6516,0.5541,6.7393,5.19,-0.0354,-0.0294,0.0192,0
y4O6LLi4GLtN440fFPmLH2uTb3mB2QPTDyV81WB6b-9IBIThdU4XJIldNd2uRbDZQEbuJkPUD-CgZg,0.6897,2.9664,0.4832,12914.14,21.62,58.03,1664.34,13.59,9383.59,0.8882,13,29,9,9.43,0.7991,2.6319,11.02,0.1172,-0.0476,0.0595,0
yPrTpplDou03Z5EkRd7kcYfF_tN0PiPJiw22cmnYuodxuC3FJ8kxUyzVQ6l_0f9LFaOX-D7skBYppw,0.4412,2.4575,1.0094,26605.32,152.88,37.06,1659.44,13.38,12584.59,0.9271,20,34,8,13.61,0.617,1.815,18.73,-0.1537,-0.0588,1.6567,1
yRqy8UnJ8HIR2wXWFtS4NC0zeeuqIdPm4N7rKmctbA_GCUHqu7VxePu2xjqS1TH9C3adP5iZbPeIOQ,0.4333,2.4318,0.4091,13202.33,59.83,62.0,1547.3,12.13,8777.27,0.8854,4,30,3,1.7509,0.5692,14.1089,2.13,-1.0704,-0.2,0.0283,0
yUiuzFWVV2c7cDEW-AqWSkwJXNZNFh2EQdK7poy0yWKFPoTOfonL47NxD-Fc3n3ti-L0Ixet3Sazmg,0.5517,3.9732,1.125,20955.76,220.66,22.69,1744.45,14.97,13641.97,0.9156,7,29,4,2.5618,0.6494,9.6121,3.02,-0.4458,-0.0381,0.0304,0
yjuHD94SVEuWdyK7NSDerXKa--7kIQ5vPs_p1mvxIjKNGTMxuovjIMRNuYylh7rjB01ZvxuMX4l-BQ,0.4286,2.0459,0.8929,23374.36,120.61,30.61,1781.71,15.39,13224.57,0.9193,19,28,7,7.4069,0.7273,3.3525,8.35,-0.0549,0.0,0.388,1
ys9oKAeMZCQwKohoB_RMnWrGqM1M9_82VssMwrYGL4KC9-YT20unB1VS8yIiUeQhMEHB-5IUDdWEOw,0.5,1.7191,0.8764,21201.14,190.21,17.79,1615.79,14.43,11610.21,0.9293,7,14,4,5.585,1.1434,4.611,3.04,0.0811,-0.1429,0.0601,0
z1jds_JblyCT2deC_qQg50ghJEorvJcwYr0ooeciFpipmm2A4sf65UPl_WWmA1F3rziMN3prcEjrdw,0.4286,2.3333,1.3642,22028.75,38.32,30.64,1688.93,15.68,13840.68,0.9169,5,28,5,3.379,0.8496,7.3323,3.82,-0.6181,0.0,0.1121,0
z46-6e4-a4hZZd8JnJZsUJ6aaE1mo4l7CH-wnSe74ImwP4YfBHGKwz47xertudrBqYopH0suH02Z2Q,0.4545,1.4315,0.8631,24196.88,200.0,20.7,1609.18,15.67,11809.45,0.9682,7,33,4,1.6713,0.6512,14.6525,2.25,0.07,0.0331,0.02,0
zYj1p__FvLGLQCG7tqtjy0AuWdzJcg71-NTn0tBEGUxBRbmjbf6OETIa4viAowsd2eV8Ish0jylsNA,0.5758,2.4829,0.3951,13284.48,74.58,63.27,1695.7,13.39,9756.58,0.9173,22,33,4,2.9055,0.8167,8.4887,3.89,-1.375,-0.3382,1.1181,0
